source	target	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	dip_url
Q01094	P09884	1	1	0	1	1	0	
P48729	Q00987	1	1	0	1	1	0	
O60566	P51587	1	0	0	0	0	0	
P25116	Q14344	1	1	0	1	1	0	
Q9NT62	O95166	1	1	0	1	1	0	
Q9NT62	P60520	1	1	0	1	1	0	
Q6UWZ7	P38398	1	1	0	1	1	0	
P12004	P39748	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40119
Q8TAQ5	P04637	1	0	1	1	0	1	
P12004	Q9UQ84	1	0	1	1	0	1	
P45983	P16104	1	1	0	1	1	0	
O15169	Q13233	1	1	0	1	1	0	
P07949	P29353	1	1	0	1	1	0	
Q8IWV8	O94761	1	1	0	1	1	0	
Q9H0R8	Q13501	1	1	0	1	1	0	
Q96G74	Q13114	1	0	1	1	0	1	
Q06187	P51617	1	0	0	0	0	0	
P42345	Q9NQX3	1	0	0	0	0	0	
Q9UK53	P04637	1	1	0	1	1	0	
P00533	Q14451	1	0	0	0	0	0	
O96017	Q14676	1	0	0	0	0	0	
Q14676	O96017	1	1	0	1	1	0	
P46734	Q00722	1	0	0	0	0	0	
Q9BXL7	Q9UDY8	1	1	0	1	1	0	
Q7LG56	P23921	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40168
P00533	Q9ULV8	1	1	0	0	0	0	
Q9ULV8	P00533	1	0	1	1	0	1	
Q13315	Q10567	1	0	0	0	0	0	
O15264	Q16644	1	1	0	1	1	0	
Q16644	O15264	1	0	0	0	0	0	
Q14397	P35557	1	0	1	1	0	1	
O95997	P04637	1	1	0	1	1	0	
P35222	Q9UJU2	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=59459
Q9UJU2	P35222	1	0	1	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=59459
O14625	P49682	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10490
P05412	P15336	1	0	0	0	0	0	
P15336	P05412	1	1	0	0	0	0	
P12830	P35222	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=745
P35222	P12830	1	1	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=745
O00255	Q9BXW9	1	1	0	1	1	0	
P35222	P36402	1	1	0	1	1	0	
Q96T23	O60264	1	1	0	1	1	0	
P10747	P33681	1	1	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10940
P33681	P10747	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10940
P10747	P42081	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=186287
P42081	P10747	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=186287
P39748	P27695	1	1	0	1	1	0	
P04626	Q14451	1	0	0	0	0	0	
Q9H160	P04637	1	1	0	1	1	0	
Q99558	Q13322	1	0	0	0	0	0	
P54132	Q14191	1	0	0	0	0	0	
Q13263	Q13185	1	0	0	0	0	0	
O14492	P22681	1	1	1	1	1	0	
O96017	P43246	1	0	0	0	0	0	
P10747	P62993	1	1	0	1	1	0	
Q14191	P39748	1	1	0	1	1	0	
P01137	P05067	1	1	0	1	1	0	
Q8IWV7	O94761	1	1	0	1	1	0	
Q9H160	P61201	1	1	0	1	1	0	
Q92585	Q06330	1	1	0	1	1	0	
P52564	Q00722	1	0	0	0	0	0	
P08581	Q13480	1	1	0	1	1	0	
Q13480	P08581	1	0	0	0	0	0	
P25942	Q13114	1	1	1	1	1	0	
P51532	P35222	1	1	0	1	1	0	
Q9BX63	P38398	1	1	0	1	1	0	
P23025	P15927	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40065
Q08117	Q04206	1	0	1	1	0	1	
O95166	O95352	1	1	0	0	0	0	
O95352	O95166	1	1	0	1	1	0	
O95352	P60520	1	1	0	1	1	0	
P60520	O95352	1	1	0	1	1	0	
O14640	P63000	1	1	0	1	1	0	
P63000	O14640	1	1	0	0	0	0	
Q9NS23	P26927	1	1	0	1	1	0	
O15525	Q16236	1	0	0	0	0	0	
P00519	P46108	1	1	1	1	1	0	
P46108	P00519	1	1	0	0	0	0	
P00533	P19174	1	1	0	1	1	0	
P19174	P00533	1	1	0	0	0	0	
P60520	Q13501	1	1	0	1	1	0	
P42345	P62942	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=131
P62942	P42345	1	0	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=131
P27694	Q14191	1	1	0	1	1	0	
P23025	P27694	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40066
Q9H4L7	Q13263	1	1	0	1	1	0	
Q92622	Q8NEB9	1	0	1	1	0	1	
Q9UKL0	Q13127	1	1	0	1	1	0	
P78396	Q01094	1	1	0	1	1	0	
Q01094	P78396	1	1	0	0	0	0	
O95999	Q9BXL7	1	0	0	0	0	0	
Q9BXL7	O95999	1	1	0	0	0	0	
O15379	O60675	1	0	1	1	0	1	
Q99558	Q14451	1	0	0	0	0	0	
Q9Y6N9	Q495M9	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=70803
Q99558	Q14449	1	0	0	0	0	0	
Q9BXM7	O60260	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=185463
P61244	Q99583	1	1	0	1	1	0	
P51587	Q06609	1	1	1	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40108
O00255	P19838	1	0	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40177
O60239	Q06187	1	0	1	1	0	1	
Q06187	O60239	1	0	0	0	0	0	
P62993	Q13480	1	1	0	1	1	0	
Q13480	P62993	1	1	0	0	0	0	
Q01974	Q9Y5V3	1	1	0	1	1	0	
Q6P1J9	P35222	1	1	0	1	1	0	
Q9H492	Q13501	1	1	0	1	1	0	
O15169	P35222	1	1	1	1	1	0	
P00533	Q15303	1	0	0	0	0	0	
Q15303	P00533	1	0	0	0	0	0	
P00533	P04626	1	1	0	1	1	0	
P04626	P00533	1	1	0	0	0	0	
P00533	P21860	1	1	0	1	1	0	
P61244	P01106	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=56670
P53350	Q12888	1	0	0	0	0	0	
Q06187	Q99836	1	0	0	0	0	0	
P04049	Q99933	1	0	0	0	0	0	
P01584	P27930	1	1	1	1	0	1	
Q06330	Q9Y618	1	1	0	1	1	0	
Q9Y618	Q06330	1	0	1	0	0	0	
Q03468	P28715	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=690
P50750	O60583	1	0	0	0	0	0	
Q14596	O95166	1	1	0	1	1	0	
Q92466	Q16531	1	0	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=66432
P04637	P31350	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40167
O14640	O15169	1	0	1	1	0	1	
Q86X55	Q09472	1	0	0	0	0	0	
O14920	P09874	1	0	0	0	0	0	
P04637	Q14191	1	0	1	1	0	1	
Q14191	P04637	1	1	0	1	1	0	
P31751	P14672	1	0	0	0	0	0	
Q9UMX1	P10071	1	1	1	1	1	0	
P12931	P04049	1	1	0	1	1	0	
Q9NYJ8	P49116	1	1	0	1	1	0	
P48729	Q9BXL7	1	0	0	0	0	0	
P10721	P19174	1	0	0	0	0	0	
P01106	Q13105	1	0	1	1	0	1	
O95352	Q9H492	1	1	0	1	1	0	
P49768	P12830	1	1	0	1	1	0	
P49768	P35222	1	1	1	1	0	1	
O00255	Q04206	1	0	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=40178
Q9H492	Q9NT62	1	1	0	1	1	0	
Q14596	Q9H0R8	1	1	0	1	1	0	
Q04206	Q15653	1	1	0	1	1	0	
P01137	P37173	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10662
P37173	P01137	1	0	1	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10662
P01137	Q03167	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10670
Q03167	P01137	1	1	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10670
P01137	P36897	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10655
P36897	P01137	1	0	1	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10655
P27694	P46063	1	1	0	1	1	0	
O00327	O15516	1	0	1	1	0	1	
O15516	O00327	1	1	0	1	1	0	
Q8WWW0	Q9NS23	1	1	0	1	1	0	
P01112	Q8WWW0	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=65350
P62993	Q05397	1	1	0	1	1	0	
Q05397	P62993	1	1	0	0	0	0	
P57730	Q9Y2G2	1	0	1	1	0	1	
P01584	P14778	1	1	0	1	1	0	
P14778	P01584	1	0	1	0	0	0	
P01112	Q9NS23	1	1	0	1	1	0	
P04629	P29353	1	1	0	1	1	0	
P20963	P43403	1	1	0	1	1	0	
P43403	P20963	1	0	0	0	0	0	
P15018	P42702	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=9955
P62877	Q13616	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=18672
O15111	Q9Y6K9	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=44894
Q9Y6K9	O15111	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=44894
P31785	P60568	1	0	1	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=760
P60568	P31785	1	1	1	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=760
P35225	P78552	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=4497
P35225	Q14627	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=4684
P10747	P15498	1	0	0	0	0	0	
O43318	P45985	1	1	0	1	1	0	
P45985	O43318	1	0	0	0	0	0	
O43318	Q9Y6K9	1	1	1	1	1	0	
P43403	P19174	1	0	0	0	0	0	
P15498	P19174	1	1	0	1	1	0	
P19174	P15498	1	1	0	0	0	0	
P15498	Q13588	1	1	0	1	1	0	
O43318	P52564	1	1	0	1	1	0	
P52564	O43318	1	0	0	0	0	0	
Q04759	O43318	1	1	0	1	1	0	
P22681	P43403	1	0	1	1	0	1	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=189778
P43403	P22681	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=189778
P37173	Q9Y4K3	1	1	0	1	1	0	
P15498	P61586	1	1	0	1	1	0	
P61586	P15498	1	1	0	0	0	0	
P15498	P60953	1	1	0	1	1	0	
O15524	P23458	1	1	1	1	1	0	
P23458	O15524	1	0	0	0	0	0	
Q99683	P45985	1	1	0	1	1	0	
Q99683	O14733	1	1	0	1	1	0	
P52564	Q99683	1	0	0	0	0	0	
Q99683	P52564	1	1	0	1	1	0	
P01112	P04049	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=470
P04049	P01112	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=470
O43318	P30086	1	0	0	0	0	0	
P30086	O43318	1	1	0	1	1	0	
P52564	Q9UL54	1	0	0	0	0	0	
Q9UL54	P52564	1	1	0	1	1	0	
Q9BY84	Q9UQF2	1	1	0	1	1	0	
P23458	P29350	1	0	0	0	0	0	
P29350	P23458	1	1	1	1	1	0	
P15498	P43405	1	1	0	1	1	0	
P43405	P15498	1	1	0	0	0	0	
P15498	P22681	1	1	1	1	1	0	
P22681	P15498	1	0	1	0	0	0	
P10600	P37173	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10668
P37173	P10600	1	0	1	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10668
Q15759	Q8IW41	1	1	0	1	1	0	
Q8IW41	Q15759	1	0	0	0	0	0	
P12643	Q13873	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10073
Q13873	P12643	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10073
P43026	Q13873	1	1	0	1	1	0	
Q13873	P43026	1	0	0	0	0	0	
Q13705	P36896	1	1	0	1	1	0	
P46531	O15111	1	1	0	1	1	0	
P23458	Q01113	1	0	0	0	0	0	
Q01113	P23458	1	1	0	1	1	0	
P23458	P48551	1	0	0	0	0	0	
P48551	P23458	1	1	0	1	1	0	
P23458	Q13651	1	0	0	0	0	0	
Q13651	P23458	1	1	0	1	1	0	
Q06124	Q13480	1	1	1	1	0	1	
Q13480	Q06124	1	1	1	0	0	0	
P23458	Q9HBE5	1	0	0	0	0	0	
Q9HBE5	P23458	1	1	0	1	1	0	
P29350	P43403	1	1	1	1	0	1	
P43403	P29350	1	0	0	0	0	0	
P07948	P27986	1	1	0	1	1	0	
P10826	P19793	1	1	0	1	1	0	
P19793	P10826	1	1	0	0	0	0	
Q00604	Q9ULV1	1	1	0	1	1	0	
P01236	P16471	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=188880
P01241	P16471	1	1	0	1	1	0	
P01241	P10912	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10950
P17181	P23458	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=593
P23458	P17181	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=593
P29597	P52630	1	1	0	1	1	0	
P23458	P52630	1	1	0	1	1	0	
P17181	P29597	1	1	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=627
P29597	P17181	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=627
P01579	P38484	1	1	0	1	1	0	
P15260	P23458	1	1	0	1	1	0	
P23458	P15260	1	1	0	0	0	0	
P29597	P40763	1	1	0	1	1	0	
Q969D9	Q9HC73	1	1	0	1	1	0	
P42224	Q00978	1	1	0	1	1	0	
P52630	Q00978	1	1	0	1	1	0	
Q00978	P52630	1	1	0	0	0	0	
Q9BXL7	Q9Y6K9	1	0	0	0	0	0	
O14920	P25963	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=44774
O14920	Q15653	1	1	1	1	0	1	
O15111	P25963	1	1	1	1	0	1	
P25963	O15111	1	0	0	0	0	0	
O15111	Q15653	1	1	0	1	1	0	
P18031	P29597	1	1	1	1	1	0	
P29597	P18031	1	0	0	0	0	0	
P27361	Q07889	1	1	1	1	1	0	
O60674	Q06124	1	1	0	1	1	0	
Q06124	O60674	1	0	1	0	0	0	
P84022	P03372	1	1	0	1	1	0	
P84022	P46531	1	1	0	1	1	0	
P08700	P26951	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=4594
P01308	P08069	1	1	0	1	1	0	
P08069	P01308	1	0	0	0	0	0	
P29459	P42701	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10906
P28482	Q13115	1	0	0	0	0	0	
Q13115	P28482	1	1	1	1	1	0	
P27361	Q13115	1	1	0	0	0	0	
Q13115	P27361	1	1	1	1	1	0	
Q16539	P15336	1	1	0	1	1	0	
P27361	P19419	1	1	0	1	1	0	
Q15418	P01100	1	1	0	1	1	0	
P45983	P19419	1	1	0	1	1	0	
P42229	P52333	1	0	1	0	0	0	
P52333	P42229	1	1	0	1	1	0	
O60674	P35568	1	1	0	0	0	0	
P35568	O60674	1	1	0	1	1	0	
P15336	P45983	1	1	0	0	0	0	
P45983	P15336	1	1	0	1	1	0	
O60674	P40189	1	0	0	0	0	0	
P40189	O60674	1	1	0	1	1	0	
P01562	P17181	1	1	0	1	1	0	
P01574	P17181	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10914
P01562	P48551	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10916
P01574	P48551	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10919
P40933	Q13261	1	1	0	1	1	0	
Q16539	P19419	1	1	0	1	1	0	
O43318	P46734	1	1	0	1	1	0	
P23458	Q06124	1	1	0	1	1	0	
Q06124	P23458	1	0	1	0	0	0	
Q92918	Q16584	1	1	0	1	1	0	
P45983	P28324	1	1	0	1	1	0	
P27361	P28324	1	1	0	1	1	0	
P45983	Q13115	1	1	0	0	0	0	
Q13115	P45983	1	1	1	1	1	0	
P46531	Q06330	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=63484
Q16539	Q06413	1	1	0	1	1	0	
O15105	P36897	1	1	1	1	1	0	
P36897	O15105	1	0	1	0	0	0	
P56975	Q15303	1	1	0	1	1	0	
Q15303	P56975	1	0	0	0	0	0	
Q02297	Q15303	1	1	0	1	1	0	
Q15303	Q02297	1	0	0	0	0	0	
Q92765	P04628	1	1	1	1	1	0	
P27361	Q15797	1	1	1	1	1	0	
O43541	Q15797	1	1	1	1	1	0	
Q06413	P05412	1	1	0	1	1	0	
Q13164	Q06413	1	1	0	1	1	0	
P01111	P04049	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=602
P04049	P01111	1	0	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=602
P52333	P42224	1	1	0	1	1	0	
O14654	P08069	1	1	0	0	0	0	
P08069	O14654	1	1	0	1	1	0	
Q02779	O14733	1	1	0	1	1	0	
O75582	Q15759	1	0	0	0	0	0	
Q15759	O75582	1	1	0	1	1	0	
O75582	P28482	1	1	0	0	0	0	
P28482	O75582	1	1	0	1	1	0	
Q13485	P16220	1	1	0	1	1	0	
P00533	P29353	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=1282
Q04771	Q15797	1	1	0	1	1	0	
P37023	Q15797	1	1	1	1	1	0	
Q13164	Q02078	1	1	0	1	1	0	
O00238	Q99717	1	1	0	1	1	0	
O00238	Q15797	1	1	0	1	1	0	
O75676	P27361	1	0	0	0	0	0	
P27361	O75676	1	1	0	1	1	0	
Q9Y6C5	Q99835	1	1	0	1	1	0	
Q15465	Q9Y6C5	1	1	1	1	1	0	
Q14623	Q9Y6C5	1	1	1	1	1	0	
P63000	Q13177	1	1	0	1	1	0	
Q13177	P63000	1	1	0	0	0	0	
O14733	O43318	1	1	0	0	0	0	
O43318	O14733	1	1	0	1	1	0	
O43541	P36897	1	1	1	1	1	0	
P36897	O43541	1	1	0	0	0	0	
O15105	P84022	1	1	1	1	1	0	
P84022	O15105	1	1	0	0	0	0	
O43541	P84022	1	1	1	1	1	0	
O15105	Q15796	1	1	1	1	1	0	
O43541	Q15796	1	1	1	1	1	0	
P28482	Q16828	1	1	1	1	0	1	
Q16828	P28482	1	1	1	0	0	0	
P28482	P28562	1	1	1	0	0	0	
P28562	P28482	1	1	1	1	1	0	
Q13202	Q16539	1	1	1	1	1	0	
P27361	Q16828	1	1	1	0	0	0	
Q16828	P27361	1	1	1	1	1	0	
Q16539	Q16644	1	1	0	1	1	0	
Q16644	Q16539	1	0	0	0	0	0	
P45983	Q13202	1	1	0	0	0	0	
Q13202	P45983	1	1	1	1	1	0	
Q15465	Q96QV1	1	1	0	1	1	0	
Q96QV1	Q15465	1	1	1	0	0	0	
Q9NRP7	Q9UMX1	1	1	0	0	0	0	
Q9UMX1	Q9NRP7	1	1	0	1	1	0	
Q9H1J5	O75084	1	1	0	1	1	0	
P28482	P84022	1	1	1	1	1	0	
P27361	P84022	1	1	1	1	1	0	
P28482	Q15796	1	1	1	1	1	0	
P27361	Q15796	1	1	1	1	1	0	
P42701	O60674	1	1	0	1	1	0	
P00533	P15514	1	0	0	0	0	0	
P15514	P00533	1	1	0	1	1	0	
P00533	Q99075	1	0	0	0	0	0	
Q99075	P00533	1	1	0	1	1	0	
Q15303	Q8WWG1	1	0	0	0	0	0	
Q8WWG1	Q15303	1	1	0	1	1	0	
O14543	P23458	1	1	1	1	1	0	
P23458	O14543	1	1	0	0	0	0	
O14672	Q04721	1	1	0	1	1	0	
P30086	P15056	1	1	0	1	1	0	
P46734	Q9UL54	1	0	0	0	0	0	
Q9UL54	P46734	1	1	0	1	1	0	
Q04771	Q99717	1	1	0	1	1	0	
P00533	P22681	1	1	0	1	1	0	
P22681	P00533	1	1	1	0	0	0	
Q13145	P36894	1	1	1	1	1	0	
Q13145	P36897	1	1	1	1	1	0	
P01574	P29597	1	1	0	1	1	0	
O14543	O60674	1	1	1	1	1	0	
O60674	O14543	1	0	0	0	0	0	
O43541	P36894	1	1	0	1	1	0	
O15105	P36894	1	1	0	1	1	0	
O43541	Q04771	1	1	0	1	1	0	
O15105	Q04771	1	1	0	1	1	0	
O14654	Q13588	1	1	0	1	1	0	
Q16584	Q9UPT6	1	0	0	0	0	0	
Q9UPT6	Q16584	1	1	0	1	1	0	
O14733	Q9UPT6	1	0	0	0	0	0	
Q9UPT6	O14733	1	1	0	1	1	0	
P18031	P35568	1	1	1	1	1	0	
P35568	P18031	1	0	1	0	0	0	
Q99650	P40189	1	1	0	1	1	0	
P49841	O95996	1	1	0	1	1	0	
Q9UQ13	P01116	1	1	0	1	1	0	
Q99466	Q9NR61	1	0	0	0	0	0	
Q9NR61	Q99466	1	1	0	1	1	0	
O60674	Q9HC73	1	0	0	0	0	0	
Q9HC73	O60674	1	1	0	1	1	0	
Q13485	Q9UJU2	1	1	0	1	1	0	
P84022	Q9UJU2	1	1	0	1	1	0	
Q15796	Q9UJU2	1	1	0	1	1	0	
P01574	P23458	1	1	0	1	1	0	
Q13485	P01100	1	1	0	1	1	0	
P78504	Q04721	1	1	1	1	1	0	
Q04721	P78504	1	0	0	0	0	0	
Q04721	Q9Y219	1	0	0	0	0	0	
Q9Y219	Q04721	1	1	1	1	1	0	
Q9UM47	Q9Y219	1	0	0	0	0	0	
Q9Y219	Q9UM47	1	1	1	1	1	0	
Q9NYJ7	P46531	1	1	0	1	1	0	
P16871	Q9HC73	1	1	0	1	1	0	
O95996	O15169	1	1	0	1	1	0	
P41221	Q9ULV1	1	1	0	1	1	0	
P29350	P52333	1	1	1	1	1	0	
P52333	P29350	1	0	0	0	0	0	
P04628	O75581	1	1	0	1	1	0	
Q9NPF7	P42701	1	1	0	1	1	0	
P46531	Q86Y01	1	1	0	0	0	0	
Q86Y01	P46531	1	1	0	1	1	0	
P05231	P08887	1	1	0	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=5744;http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=726
P08887	P40189	1	1	0	1	1	0	
O14733	P53779	1	1	0	1	1	0	
O14733	P45984	1	1	0	1	1	0	
P45984	O14733	1	0	0	0	0	0	
P52564	P53778	1	1	0	1	1	0	
P53778	P52564	1	0	0	0	0	0	
P45985	P53779	1	1	0	1	1	0	
P53779	P45985	1	0	0	0	0	0	
P52564	Q16539	1	1	0	1	1	0	
Q16539	P52564	1	0	0	0	0	0	
P45984	P45985	1	0	0	0	0	0	
P45985	P45984	1	1	0	1	1	0	
P46734	Q15759	1	1	0	1	1	0	
Q13163	Q13164	1	1	0	1	1	0	
Q13164	Q13163	1	1	0	0	0	0	
O95405	Q15796	1	1	0	1	1	0	
P26441	O75462	1	1	0	1	1	0	
O14543	P42229	1	1	1	1	1	0	
O75197	O15169	1	1	0	1	1	0	
Q9Y2U5	P45985	1	1	0	1	1	0	
Q9Y2U5	Q02750	1	1	0	1	1	0	
Q9UKB1	P84022	1	1	0	1	1	0	
P36896	Q15796	1	1	0	1	1	0	
O15169	P84022	1	1	0	1	1	0	
P51617	Q15750	1	1	0	1	1	0	
P51617	Q9NYJ8	1	1	0	1	1	0	
P08069	P35568	1	1	0	1	1	0	
P54826	Q15465	1	1	1	0	0	0	
Q15465	P54826	1	0	0	0	0	0	
P46531	Q9UJU2	1	1	0	1	1	0	
O60674	P51692	1	1	0	1	1	0	
O15524	O60674	1	1	1	1	1	0	
O60674	O15524	1	0	0	0	0	0	
Q9NSE2	P42229	1	1	1	1	1	0	
O14543	P16471	1	1	1	1	1	0	
Q9NSE2	P16471	1	1	1	1	1	0	
P46531	Q9NR61	1	0	0	0	0	0	
Q9NR61	P46531	1	1	0	1	1	0	
P01106	P84022	1	1	1	1	1	0	
O15169	P48730	1	1	0	0	0	0	
P48730	O15169	1	1	0	1	1	0	
O14733	Q9NYL2	1	0	0	0	0	0	
Q9NYL2	O14733	1	1	0	1	1	0	
P17706	P23458	1	1	1	1	1	0	
P23458	P17706	1	0	0	0	0	0	
O75582	P16220	1	1	0	1	1	0	
O75582	P18846	1	1	0	1	1	0	
P35568	O14654	1	1	0	1	1	0	
P35222	Q9Y2T1	1	1	0	1	1	0	
Q9Y2T1	P35222	1	1	1	0	0	0	
P35568	P48736	1	1	0	1	1	0	
P31749	P23443	1	1	0	1	1	0	
P60484	O15530	1	1	0	1	1	0	
Q13153	P04049	1	1	0	1	1	0	
P98164	Q15465	1	1	0	0	0	0	
Q15465	P98164	1	0	0	0	0	0	
P08575	P52333	1	1	0	1	1	0	
P52333	P08575	1	0	0	0	0	0	
O15105	P37023	1	1	1	1	1	0	
O60674	Q5VWK5	1	1	0	0	0	0	
Q5VWK5	O60674	1	1	0	1	1	0	
Q9NPF7	Q5VWK5	1	1	0	1	1	0	
Q13387	Q16539	1	1	0	1	1	0	
P49768	Q92542	1	1	0	1	1	0	
Q92542	P49768	1	1	0	0	0	0	
O60674	P15260	1	1	0	0	0	0	
P15260	O60674	1	1	0	1	1	0	
P29597	P48551	1	0	0	0	0	0	
P48551	P29597	1	1	0	1	1	0	
P27361	Q13233	1	0	0	0	0	0	
Q13233	P27361	1	1	0	1	1	0	
O95405	P36897	1	1	1	1	1	0	
P36897	O95405	1	1	0	0	0	0	
P28482	P51452	1	0	0	0	0	0	
P51452	P28482	1	1	1	1	1	0	
P51452	Q16539	1	1	1	1	1	0	
P51452	P45983	1	1	1	1	1	0	
O15105	Q9HCE7	1	1	0	0	0	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=188075
Q9HCE7	O15105	1	1	1	1	1	0	http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=188075
P35222	Q99697	1	1	0	1	1	0	
Q86YT6	P78504	1	1	0	1	1	0	
P04626	P21860	1	1	0	1	1	0	
O14672	Q9UM47	1	1	0	1	1	0	
Q13322	P46934	1	1	0	1	1	0	
P08069	P46934	1	0	0	0	0	0	
P46934	P08069	1	1	1	1	1	0	
P12757	P84022	1	1	0	1	1	0	
P12755	P84022	1	1	1	1	1	0	
P12755	Q13485	1	1	1	1	1	0	
P12755	Q15796	1	1	1	1	1	0	
P98082	Q92997	1	1	1	1	0	1	
Q9H2X6	P12755	1	1	0	1	1	0	
